Verbo(nselect:0) 	 	 {act, move}(nselect:0)
{happen, hap, go on, pass off, occur, pass, fall out, come about, take place}(nselect:12) 	 	 {backfire, backlash, recoil}(nselect:0)
{happen, hap, go on, pass off, occur, pass, fall out, come about, take place}(nselect:12) 	 	 {chance}(nselect:0)
{happen, hap, go on, pass off, occur, pass, fall out, come about, take place}(nselect:12) 	 	 {break}(nselect:0)
{happen, hap, go on, pass off, occur, pass, fall out, come about, take place}(nselect:12) 	 	 {fall, shine, strike}(nselect:0)
{happen, hap, go on, pass off, occur, pass, fall out, come about, take place}(nselect:12) 	 	 {turn out}(nselect:0)
{happen, hap, go on, pass off, occur, pass, fall out, come about, take place}(nselect:12) 	 	 {synchronize, synchronise, contemporize, contemporise}(nselect:0)
Verbo(nselect:0) 	 	 {think, cogitate, cerebrate}(nselect:0)
{think, cogitate, cerebrate}(nselect:0) 	 	 {evaluate, pass judgment, judge}(nselect:0)
{evaluate, pass judgment, judge}(nselect:0) 	 	 {rate, rank, range, order, grade, place}(nselect:0)
{evaluate, pass judgment, judge}(nselect:0) 	 	 {stand}(nselect:0)
{evaluate, pass judgment, judge}(nselect:0) 	 	 {approve}(nselect:0)
{evaluate, pass judgment, judge}(nselect:0) 	 	 {disapprove}(nselect:0)
{evaluate, pass judgment, judge}(nselect:0) 	 	 {choose}(nselect:0)
{evaluate, pass judgment, judge}(nselect:0) 	 	 {prejudge}(nselect:0)
{evaluate, pass judgment, judge}(nselect:0) 	 	 {measure, evaluate, valuate, assess, appraise, value}(nselect:0)
{measure, evaluate, valuate, assess, appraise, value}(nselect:0) 	 	 {praise}(nselect:0)
{praise}(nselect:0) 	 	 {advertise, advertize, promote, push}(nselect:0)
{advertise, advertize, promote, push}(nselect:0) 	 	 {propagandize, propagandise}(nselect:0)
{advertise, advertize, promote, push}(nselect:0) 	 	 {plug}(nselect:0)
{advertise, advertize, promote, push}(nselect:0) 	 	 {bill}(nselect:0)
{advertise, advertize, promote, push}(nselect:0) 	 	 {crusade, fight, press, campaign, push, agitate}(nselect:2)
{evaluate, pass judgment, judge}(nselect:0) 	 	 {reappraise}(nselect:0)
{evaluate, pass judgment, judge}(nselect:0) 	 	 {accept}(nselect:0)
{accept}(nselect:0) 	 	 {acknowledge, recognize, recognise, know}(nselect:0)
{accept}(nselect:0) 	 	 {espouse, embrace, adopt, sweep up}(nselect:0)
{accept}(nselect:0) 	 	 {receive}(nselect:0)
{accept}(nselect:0) 	 	 {approbate}(nselect:0)
{accept}(nselect:0) 	 	 {resign, reconcile, submit}(nselect:0)
{accept}(nselect:0) 	 	 {acknowledge}(nselect:0)
{accept}(nselect:0) 	 	 {take a bow}(nselect:0)
{accept}(nselect:0) 	 	 {respect, honor, honour, abide by, observe}(nselect:0)
{accept}(nselect:0) 	 	 {believe}(nselect:3)
{believe}(nselect:3) 	 	 {understand, infer}(nselect:0)
{believe}(nselect:3) 	 	 {swallow}(nselect:0)
{believe}(nselect:3) 	 	 {buy}(nselect:0)
{believe}(nselect:3) 	 	 {believe}(nselect:0)
{believe}(nselect:3) 	 	 {trust, swear, rely, bank}(nselect:0)
{believe}(nselect:3) 	 	 {believe in}(nselect:0)
{evaluate, pass judgment, judge}(nselect:0) 	 	 {think, believe, consider, conceive}(nselect:2)
{think, believe, consider, conceive}(nselect:2) 	 	 {hold}(nselect:0)
{think, believe, consider, conceive}(nselect:2) 	 	 {rethink}(nselect:0)
{think, believe, consider, conceive}(nselect:2) 	 	 {think}(nselect:0)
{think, believe, consider, conceive}(nselect:2) 	 	 {think of, repute, regard as, look upon, look on, esteem, take to be}(nselect:0)
{think, believe, consider, conceive}(nselect:2) 	 	 {feel}(nselect:0)
{think, believe, consider, conceive}(nselect:2) 	 	 {see, consider, reckon, view, regard}(nselect:0)
{evaluate, pass judgment, judge}(nselect:0) 	 	 {calculate, estimate, reckon, count on, figure, forecast}(nselect:0)
{evaluate, pass judgment, judge}(nselect:0) 	 	 {expect, anticipate}(nselect:1)
{expect, anticipate}(nselect:1) 	 	 {assume, presume, take for granted}(nselect:0)
{assume, presume, take for granted}(nselect:0) 	 	 {presuppose, suppose}(nselect:0)
{presuppose, suppose}(nselect:0) 	 	 {postulate, posit}(nselect:0)
{postulate, posit}(nselect:0) 	 	 {insist, assert}(nselect:1)
{expect, anticipate}(nselect:1) 	 	 {think, opine, suppose, imagine, reckon, guess}(nselect:1)
{think, opine, suppose, imagine, reckon, guess}(nselect:1) 	 	 {suspect}(nselect:0)
{expect, anticipate}(nselect:1) 	 	 {speculate, theorize, theorise, conjecture, hypothesize, hypothesise, hypothecate, suppose}(nselect:0)
{expect, anticipate}(nselect:1) 	 	 {believe, trust}(nselect:0)
{evaluate, pass judgment, judge}(nselect:0) 	 	 {impute, ascribe, assign, attribute}(nselect:0)
{evaluate, pass judgment, judge}(nselect:0) 	 	 {assign, attribute}(nselect:0)
{evaluate, pass judgment, judge}(nselect:0) 	 	 {disapprove, reject}(nselect:0)
{evaluate, pass judgment, judge}(nselect:0) 	 	 {declare, adjudge, hold}(nselect:0)
{declare, adjudge, hold}(nselect:0) 	 	 {pronounce, label, judge}(nselect:0)
{pronounce, label, judge}(nselect:0) 	 	 {acquit, assoil, clear, discharge, exonerate, exculpate}(nselect:0)
{pronounce, label, judge}(nselect:0) 	 	 {convict}(nselect:0)
{pronounce, label, judge}(nselect:0) 	 	 {tout}(nselect:0)
{pronounce, label, judge}(nselect:0) 	 	 {rule, find}(nselect:0)
{pronounce, label, judge}(nselect:0) 	 	 {disqualify}(nselect:0)
{pronounce, label, judge}(nselect:0) 	 	 {intonate, intone}(nselect:0)
{pronounce, label, judge}(nselect:0) 	 	 {qualify}(nselect:1)
{qualify}(nselect:1) 	 	 {capacitate}(nselect:0)
{evaluate, pass judgment, judge}(nselect:0) 	 	 {review, critique}(nselect:0)
{evaluate, pass judgment, judge}(nselect:0) 	 	 {fail}(nselect:0)
{evaluate, pass judgment, judge}(nselect:0) 	 	 {pass}(nselect:0)
{evaluate, pass judgment, judge}(nselect:0) 	 	 {test, prove, try, try out, examine, essay}(nselect:0)
{evaluate, pass judgment, judge}(nselect:0) 	 	 {reject}(nselect:2)
{reject}(nselect:2) 	 	 {disbelieve, discredit}(nselect:0)
{reject}(nselect:2) 	 	 {repudiate}(nselect:0)
{reject}(nselect:2) 	 	 {recuse}(nselect:0)
{reject}(nselect:2) 	 	 {reprobate}(nselect:0)
{reject}(nselect:2) 	 	 {disown, renounce, repudiate}(nselect:0)
{reject}(nselect:2) 	 	 {dismiss, disregard, brush aside, brush off, discount, push aside, ignore}(nselect:0)
{think, cogitate, cerebrate}(nselect:0) 	 	 {reason}(nselect:0)
{reason}(nselect:0) 	 	 {categorize, categorise}(nselect:0)
{categorize, categorise}(nselect:0) 	 	 {classify, class, sort, assort, sort out, separate}(nselect:0)
{classify, class, sort, assort, sort out, separate}(nselect:0) 	 	 {unitize, unitise}(nselect:0)
{classify, class, sort, assort, sort out, separate}(nselect:0) 	 	 {catalogue, catalog}(nselect:0)
{classify, class, sort, assort, sort out, separate}(nselect:0) 	 	 {isolate}(nselect:0)
{classify, class, sort, assort, sort out, separate}(nselect:0) 	 	 {refer}(nselect:0)
{classify, class, sort, assort, sort out, separate}(nselect:0) 	 	 {reclassify}(nselect:0)
{classify, class, sort, assort, sort out, separate}(nselect:0) 	 	 {size}(nselect:0)
{classify, class, sort, assort, sort out, separate}(nselect:0) 	 	 {dichotomize, dichotomise}(nselect:0)
{classify, class, sort, assort, sort out, separate}(nselect:0) 	 	 {pigeonhole, stereotype, stamp}(nselect:0)
{classify, class, sort, assort, sort out, separate}(nselect:0) 	 	 {group}(nselect:0)
{classify, class, sort, assort, sort out, separate}(nselect:0) 	 	 {grade}(nselect:0)
{classify, class, sort, assort, sort out, separate}(nselect:0) 	 	 {count, number}(nselect:1)
Verbo(nselect:0) 	 	 {express, verbalize, verbalise, utter, give tongue to}(nselect:0)
{express, verbalize, verbalise, utter, give tongue to}(nselect:0) 	 	 {curse, cuss, blaspheme, swear, imprecate}(nselect:1)
{express, verbalize, verbalise, utter, give tongue to}(nselect:0) 	 	 {wish}(nselect:0)
{express, verbalize, verbalise, utter, give tongue to}(nselect:0) 	 	 {exclaim, cry, cry out, outcry, call out, shout}(nselect:0)
{express, verbalize, verbalise, utter, give tongue to}(nselect:0) 	 	 {clamor, clamour}(nselect:0)
{express, verbalize, verbalise, utter, give tongue to}(nselect:0) 	 	 {vociferate, shout out}(nselect:0)
{express, verbalize, verbalise, utter, give tongue to}(nselect:0) 	 	 {marvel}(nselect:0)
{express, verbalize, verbalise, utter, give tongue to}(nselect:0) 	 	 {voice}(nselect:0)
{express, verbalize, verbalise, utter, give tongue to}(nselect:0) 	 	 {raise}(nselect:0)
{express, verbalize, verbalise, utter, give tongue to}(nselect:0) 	 	 {breathe}(nselect:0)
{express, verbalize, verbalise, utter, give tongue to}(nselect:0) 	 	 {drop}(nselect:0)
{express, verbalize, verbalise, utter, give tongue to}(nselect:0) 	 	 {pour out}(nselect:0)
{express, verbalize, verbalise, utter, give tongue to}(nselect:0) 	 	 {get off}(nselect:0)
{express, verbalize, verbalise, utter, give tongue to}(nselect:0) 	 	 {platitudinize}(nselect:0)
{express, verbalize, verbalise, utter, give tongue to}(nselect:0) 	 	 {say}(nselect:0)
{express, verbalize, verbalise, utter, give tongue to}(nselect:0) 	 	 {represent}(nselect:0)
{express, verbalize, verbalise, utter, give tongue to}(nselect:0) 	 	 {pooh-pooh}(nselect:0)
{express, verbalize, verbalise, utter, give tongue to}(nselect:0) 	 	 {hurl, throw}(nselect:0)
{express, verbalize, verbalise, utter, give tongue to}(nselect:0) 	 	 {state, say, tell}(nselect:13)
{state, say, tell}(nselect:13) 	 	 {present, represent, lay out}(nselect:0)
{state, say, tell}(nselect:13) 	 	 {misstate}(nselect:0)
{state, say, tell}(nselect:13) 	 	 {answer, reply, respond}(nselect:0)
{state, say, tell}(nselect:13) 	 	 {precede, preface, premise, introduce}(nselect:0)
{state, say, tell}(nselect:13) 	 	 {announce, declare}(nselect:0)
{state, say, tell}(nselect:13) 	 	 {articulate, enunciate, vocalize, vocalise}(nselect:0)
{state, say, tell}(nselect:13) 	 	 {get out}(nselect:0)
{state, say, tell}(nselect:13) 	 	 {declare}(nselect:0)
{declare}(nselect:0) 	 	 {condemn}(nselect:0)
{condemn}(nselect:0) 	 	 {explode}(nselect:0)
{condemn}(nselect:0) 	 	 {boo, hiss}(nselect:6)
{declare}(nselect:0) 	 	 {plead}(nselect:0)
{declare}(nselect:0) 	 	 {profess}(nselect:0)
{declare}(nselect:0) 	 	 {consecrate, bless, hallow, sanctify}(nselect:0)
{declare}(nselect:0) 	 	 {account, answer for}(nselect:0)
{declare}(nselect:0) 	 	 {propose, suggest, advise}(nselect:0)
{declare}(nselect:0) 	 	 {promise, assure}(nselect:0)
{declare}(nselect:0) 	 	 {promise}(nselect:0)
{declare}(nselect:0) 	 	 {take the Fifth, take the Fifth Amendment}(nselect:0)
{declare}(nselect:0) 	 	 {sentence, condemn, doom}(nselect:0)
{declare}(nselect:0) 	 	 {proclaim, exclaim, promulgate}(nselect:0)
{declare}(nselect:0) 	 	 {profess}(nselect:0)
{declare}(nselect:0) 	 	 {swear, depose, depone}(nselect:0)
{declare}(nselect:0) 	 	 {testify, attest, take the stand, bear witness}(nselect:0)
{declare}(nselect:0) 	 	 {decree}(nselect:0)
{declare}(nselect:0) 	 	 {opine, speak up, speak out, animadvert, sound off}(nselect:0)
{declare}(nselect:0) 	 	 {count out}(nselect:0)
{declare}(nselect:0) 	 	 {affirm, verify, assert, avow, aver, swan, swear}(nselect:2)
{affirm, verify, assert, avow, aver, swan, swear}(nselect:2) 	 	 {hold}(nselect:0)
{affirm, verify, assert, avow, aver, swan, swear}(nselect:2) 	 	 {claim, take}(nselect:0)
{affirm, verify, assert, avow, aver, swan, swear}(nselect:2) 	 	 {attest}(nselect:0)
{affirm, verify, assert, avow, aver, swan, swear}(nselect:2) 	 	 {declare}(nselect:0)
{affirm, verify, assert, avow, aver, swan, swear}(nselect:2) 	 	 {protest}(nselect:0)
{affirm, verify, assert, avow, aver, swan, swear}(nselect:2) 	 	 {assure, tell}(nselect:0)
{state, say, tell}(nselect:13) 	 	 {declare}(nselect:0)
{state, say, tell}(nselect:13) 	 	 {note, observe, mention, remark}(nselect:0)
{state, say, tell}(nselect:13) 	 	 {add, append, supply}(nselect:0)
{state, say, tell}(nselect:13) 	 	 {explain}(nselect:0)
{state, say, tell}(nselect:13) 	 	 {give}(nselect:0)
{state, say, tell}(nselect:13) 	 	 {summarize, summarise, sum, sum up}(nselect:0)
Verbo(nselect:0) 	 	 {consume, ingest, take in, take, have}(nselect:1)
{consume, ingest, take in, take, have}(nselect:1) 	 	 {hit}(nselect:0)
{consume, ingest, take in, take, have}(nselect:1) 	 	 {cannibalize, cannibalise}(nselect:0)
{consume, ingest, take in, take, have}(nselect:1) 	 	 {use, habituate}(nselect:0)
{consume, ingest, take in, take, have}(nselect:1) 	 	 {eat}(nselect:0)
{consume, ingest, take in, take, have}(nselect:1) 	 	 {eat}(nselect:0)
{consume, ingest, take in, take, have}(nselect:1) 	 	 {drink, imbibe}(nselect:0)
{consume, ingest, take in, take, have}(nselect:1) 	 	 {drink, booze, fuddle}(nselect:0)
{consume, ingest, take in, take, have}(nselect:1) 	 	 {partake, touch}(nselect:0)
{consume, ingest, take in, take, have}(nselect:1) 	 	 {feed, eat}(nselect:0)
{consume, ingest, take in, take, have}(nselect:1) 	 	 {satiate, sate, replete, fill}(nselect:0)
{consume, ingest, take in, take, have}(nselect:1) 	 	 {sample, try, try out, taste}(nselect:0)
{consume, ingest, take in, take, have}(nselect:1) 	 	 {take in, sop up, suck in, take up}(nselect:0)
{consume, ingest, take in, take, have}(nselect:1) 	 	 {smoke}(nselect:0)
{consume, ingest, take in, take, have}(nselect:1) 	 	 {drug, do drugs}(nselect:0)
{consume, ingest, take in, take, have}(nselect:1) 	 	 {swallow, get down}(nselect:0)
{consume, ingest, take in, take, have}(nselect:1) 	 	 {sup}(nselect:0)
Verbo(nselect:0) 	 	 {analyze, analyse, study, examine, canvass, canvas}(nselect:0)
{analyze, analyse, study, examine, canvass, canvas}(nselect:0) 	 	 {anatomize}(nselect:0)
{analyze, analyse, study, examine, canvass, canvas}(nselect:0) 	 	 {diagnose, name}(nselect:0)
{analyze, analyse, study, examine, canvass, canvas}(nselect:0) 	 	 {diagnose}(nselect:0)
{analyze, analyse, study, examine, canvass, canvas}(nselect:0) 	 	 {survey, appraise}(nselect:0)
{analyze, analyse, study, examine, canvass, canvas}(nselect:0) 	 	 {survey}(nselect:0)
{analyze, analyse, study, examine, canvass, canvas}(nselect:0) 	 	 {compare}(nselect:1)
{compare}(nselect:1) 	 	 {analogize, analogise}(nselect:0)
{compare}(nselect:1) 	 	 {collate}(nselect:0)
{analyze, analyse, study, examine, canvass, canvas}(nselect:0) 	 	 {check, check up on, look into, check out, suss out, check over, go over, check into}(nselect:0)
{analyze, analyse, study, examine, canvass, canvas}(nselect:0) 	 	 {assay}(nselect:0)
{analyze, analyse, study, examine, canvass, canvas}(nselect:0) 	 	 {review, reexamine}(nselect:0)
{analyze, analyse, study, examine, canvass, canvas}(nselect:0) 	 	 {audit, scrutinize, scrutinise, inspect}(nselect:0)
{analyze, analyse, study, examine, canvass, canvas}(nselect:0) 	 	 {screen}(nselect:0)
{analyze, analyse, study, examine, canvass, canvas}(nselect:0) 	 	 {trace, follow}(nselect:0)
{analyze, analyse, study, examine, canvass, canvas}(nselect:0) 	 	 {sieve, sift}(nselect:0)
{analyze, analyse, study, examine, canvass, canvas}(nselect:0) 	 	 {view, consider, look at}(nselect:0)
{analyze, analyse, study, examine, canvass, canvas}(nselect:0) 	 	 {investigate, look into}(nselect:1)
{investigate, look into}(nselect:1) 	 	 {research, search, explore}(nselect:0)
{investigate, look into}(nselect:1) 	 	 {explore}(nselect:0)
{investigate, look into}(nselect:1) 	 	 {probe, examine}(nselect:0)
{investigate, look into}(nselect:1) 	 	 {research}(nselect:0)
{investigate, look into}(nselect:1) 	 	 {experiment}(nselect:0)
Verbo(nselect:0) 	 	 {be}(nselect:83)
{be}(nselect:83) 	 	 {suffer, hurt}(nselect:0)
{suffer, hurt}(nselect:0) 	 	 {gag, choke, strangle, suffocate}(nselect:0)
{suffer, hurt}(nselect:0) 	 	 {ail}(nselect:0)
{suffer, hurt}(nselect:0) 	 	 {starve, hunger, famish}(nselect:0)
{suffer, hurt}(nselect:0) 	 	 {have}(nselect:3)
{be}(nselect:83) 	 	 {look}(nselect:1)
{look}(nselect:1) 	 	 {squint}(nselect:0)
{be}(nselect:83) 	 	 {be well}(nselect:0)
{be}(nselect:83) 	 	 {suffer}(nselect:0)
{be}(nselect:83) 	 	 {feel}(nselect:0)
{be}(nselect:83) 	 	 {stay, remain, rest}(nselect:3)
{stay, remain, rest}(nselect:3) 	 	 {keep out}(nselect:0)
{stay, remain, rest}(nselect:3) 	 	 {sit tight}(nselect:0)
{stay, remain, rest}(nselect:3) 	 	 {stick together, stay together}(nselect:0)
{stay, remain, rest}(nselect:3) 	 	 {stand}(nselect:0)
{stay, remain, rest}(nselect:3) 	 	 {keep, stay fresh}(nselect:0)
{stay, remain, rest}(nselect:3) 	 	 {be}(nselect:0)
{be}(nselect:83) 	 	 {continue}(nselect:0)
{be}(nselect:83) 	 	 {sparkle, scintillate, coruscate}(nselect:0)
{be}(nselect:83) 	 	 {confuse, throw, fox, befuddle, fuddle, bedevil, confound, discombobulate}(nselect:0)
{be}(nselect:83) 	 	 {rank}(nselect:2)
{rank}(nselect:2) 	 	 {place, come in, come out}(nselect:0)
{rank}(nselect:2) 	 	 {come}(nselect:0)
{be}(nselect:83) 	 	 {point}(nselect:0)
{be}(nselect:83) 	 	 {want, need, require}(nselect:1)
{want, need, require}(nselect:1) 	 	 {cry}(nselect:0)
{be}(nselect:83) 	 	 {compact, pack}(nselect:0)
{be}(nselect:83) 	 	 {rest}(nselect:0)
{be}(nselect:83) 	 	 {cut}(nselect:0)
{be}(nselect:83) 	 	 {seethe, boil}(nselect:0)
{be}(nselect:83) 	 	 {mope, moon around, moon about}(nselect:0)
{be}(nselect:83) 	 	 {look, appear, seem}(nselect:3)
{look, appear, seem}(nselect:3) 	 	 {make}(nselect:0)
{look, appear, seem}(nselect:3) 	 	 {cut}(nselect:0)
{look, appear, seem}(nselect:3) 	 	 {feel}(nselect:0)
{look, appear, seem}(nselect:3) 	 	 {pass off}(nselect:0)
{look, appear, seem}(nselect:3) 	 	 {sound}(nselect:0)
{look, appear, seem}(nselect:3) 	 	 {come across}(nselect:0)
{look, appear, seem}(nselect:3) 	 	 {glow, beam, radiate, shine}(nselect:0)
{look, appear, seem}(nselect:3) 	 	 {glitter, glisten, glint, gleam, shine}(nselect:0)
{look, appear, seem}(nselect:3) 	 	 {leap out, jump out, jump, stand out, stick out}(nselect:0)
{look, appear, seem}(nselect:3) 	 	 {rise, lift, rear}(nselect:0)
{look, appear, seem}(nselect:3) 	 	 {loom}(nselect:0)
{look, appear, seem}(nselect:3) 	 	 {feel}(nselect:0)
{be}(nselect:83) 	 	 {appear, seem}(nselect:0)
{be}(nselect:83) 	 	 {owe}(nselect:0)
{be}(nselect:83) 	 	 {belong}(nselect:3)
{be}(nselect:83) 	 	 {cover}(nselect:0)
{be}(nselect:83) 	 	 {represent}(nselect:0)
{be}(nselect:83) 	 	 {account}(nselect:0)
{be}(nselect:83) 	 	 {cut across}(nselect:0)
{be}(nselect:83) 	 	 {begin, start}(nselect:1)
{be}(nselect:83) 	 	 {begin}(nselect:0)
{be}(nselect:83) 	 	 {stand}(nselect:0)
{be}(nselect:83) 	 	 {specify, define, delineate, delimit, delimitate}(nselect:0)
{be}(nselect:83) 	 	 {go}(nselect:0)
{be}(nselect:83) 	 	 {make sense, add up}(nselect:0)
{be}(nselect:83) 	 	 {consist, comprise}(nselect:1)
{be}(nselect:83) 	 	 {prove, turn out, turn up}(nselect:0)
{prove, turn out, turn up}(nselect:0) 	 	 {result, ensue}(nselect:0)
{result, ensue}(nselect:0) 	 	 {be due, flow from}(nselect:0)
{result, ensue}(nselect:0) 	 	 {follow, fall out}(nselect:0)
{result, ensue}(nselect:0) 	 	 {follow, come after}(nselect:0)
{result, ensue}(nselect:0) 	 	 {come}(nselect:4)
{be}(nselect:83) 	 	 {account for}(nselect:0)
{be}(nselect:83) 	 	 {remain}(nselect:0)
{be}(nselect:83) 	 	 {stand by, stick by, stick, adhere}(nselect:0)
{be}(nselect:83) 	 	 {loiter, lounge, footle, lollygag, loaf, lallygag, hang around, mess about, tarry, linger, lurk, mill about, mill around}(nselect:0)
{be}(nselect:83) 	 	 {total, number, add up, come, amount}(nselect:0)
{be}(nselect:83) 	 	 {count, matter, weigh}(nselect:0)
{be}(nselect:83) 	 	 {rate}(nselect:0)
{be}(nselect:83) 	 	 {deserve, merit}(nselect:0)
{be}(nselect:83) 	 	 {buy}(nselect:0)
{be}(nselect:83) 	 	 {shine}(nselect:0)
{be}(nselect:83) 	 	 {fall}(nselect:0)
{be}(nselect:83) 	 	 {depend}(nselect:0)
{be}(nselect:83) 	 	 {underlie}(nselect:0)
{be}(nselect:83) 	 	 {stink}(nselect:0)
{be}(nselect:83) 	 	 {suck}(nselect:0)
{be}(nselect:83) 	 	 {subtend, delimit}(nselect:0)
{be}(nselect:83) 	 	 {incarnate, body forth, embody, substantiate}(nselect:0)
{be}(nselect:83) 	 	 {contain, take, hold}(nselect:0)
{be}(nselect:83) 	 	 {cost, be}(nselect:0)
{be}(nselect:83) 	 	 {measure}(nselect:0)
{be}(nselect:83) 	 	 {hum, buzz, seethe}(nselect:0)
